StationCode,SamplingPoint,"""Countrycode",Timezone,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,AirQualityStationNatCode,SamplingProces,Sample,AirPollutantCode,ObservationDateBegin,ObservationDateEnd,Projection,Longitude,Latitude,Altitude,MeasurementType,AirQualityStationType,AirQualityStationArea,EquivalenceDemonstrated,MeasurementEquipment,InletHeight,BuildingDistance,"KerbDistance""",Air Quality Station Name
IS_5_61403,SPO-IS0049A_00005_100,"""IS",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,IS.EA-Iceland.AQ,NET-IS012A,STA-IS0049A,IS0049A,PCC_Nor,SPP-IS_Bam_PM_PCN,SPO_F-IS0049A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-12-01T00:00:00,,EPSG:4979,-17.342173,66.079276,6.0,automatic,industrial,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/BAM1020heated,4,-999,"-999""",PCC norður
IS_5_61404,SPO-IS0050A_00005_100,"""IS",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,IS.EA-Iceland.AQ,NET-IS012A,STA-IS0050A,IS0050A,PCC_Sud,SPP-IS_Bam_PM_PCS,SPO_F-IS0050A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-12-01T00:00:00,,EPSG:4979,-17.34755,66.05485800000001,47.0,automatic,industrial,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/BAM1020heated,4,-999,"-999""",PCC suður
IS_5_61443,SPO-IS0052A_00005_100,"""IS",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,IS.EA-Iceland.AQ,NET-IS002A,STA-IS0052A,IS0052A,Ak_Str,SPP-IS_Hof_Bam_PM,SPO_F-IS0052A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-01-30T00:00:00,,EPSG:4979,-18.088205,65.684092,8.0,automatic,traffic,urban,no,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/BAM1020heated,2.8,19,"6""",Akureyri Strandgata (við Hof)
IS_5_66726,SPO-IS0005A_00005_103,"""IS",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,IS.EA-Iceland.AQ,NET-IS002A,STA-IS0005A,IS0005A,Rvk_Gre,SPP-IS_Gre_Bam_PM10,SPO_F-IS0005A_00005_103_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-08-31T00:00:00,,EPSG:4979,-21.87465,64.1301,31.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/BAM1020heated,3.92,20,"5""",Reykjavik Grensas
NO_5_28640,SPO_NO0075A_5_544,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO011A,STA_NO0075A,NO0075A,284,SPP_NO0075A_5_544,SAM_NO0075A_5_544,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2004-10-07T14:00:00,,EPSG:4979,10.46563,61.12086999954639,212.0,automatic,background,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,4.2,-9900,"-999""",Lillehammer barnehage
NO_5_28653,SPO_NO0065A_5_52,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO009A,STA_NO0065A,NO0065A,15,SPP_NO0065A_5_52,SAM_NO0065A_5_52,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2003-01-01T00:00:00,,EPSG:4979,5.7314,58.96164999952609,34.0,automatic,background,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,3,-9900,"-999""",Våland
NO_5_28654,SPO_NO0071A_5_38,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO001A,STA_NO0071A,NO0071A,11,SPP_NO0071A_5_38,SAM_NO0071A_5_38,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2001-10-10T01:00:00,,EPSG:4979,10.8149,59.89863999953457,130.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,3.3,-9900,"-9900""",Manglerud
NO_5_28655,SPO_NO0073A_5_552,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO003A,STA_NO0073A,NO0073A,303,SPP_NO0073A_5_552,SAM_NO0073A_5_552,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2004-10-18T00:00:00,,EPSG:4979,10.76574,59.92304999953481,24.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,4.2,-9900,"-999""",Sofienbergparken
NO_5_28671,SPO_NO0084A_5_967,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO014A,STA_NO0084A,NO0084A,625,SPP_NO0084A_5_967,SAM_NO0084A_5_967,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2008-01-09T14:00:00,,EPSG:4979,10.94535,59.21027999952828,5.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,2.65,-9900,"-9900""",St.Croix
NO_5_28673,SPO_NO0074A_5_539,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO011A,STA_NO0074A,NO0074A,283,SPP_NO0074A_5_539,SAM_NO0074A_5_539,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2004-10-07T12:00:00,,EPSG:4979,10.46487,61.11294999954632,180.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,4.1,-9900,"-9900""",Bankplassen
NO_5_28675,SPO_NO0067A_5_595,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO005A,STA_NO0067A,NO0067A,345,SPP_NO0067A_5_595,SAM_NO0067A_5_595,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2004-11-29T23:00:00,,EPSG:4979,10.211669999999998,59.73326999953305,2.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,4,-9900,"-9900""",Bangeløkka
NO_5_28680,SPO_NO0083A_5_793,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO003A,STA_NO0083A,NO0083A,464,SPP_NO0083A_5_793,SAM_NO0083A_5_793,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2005-11-10T16:00:00,,EPSG:4979,10.696509999999998,59.91929999953478,17.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-9900""",Bygdøy Alle
NO_5_28685,SPO_NO0076A_5_46,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO009A,STA_NO0076A,NO0076A,14,SPP_NO0076A_5_46,SAM_NO0076A_5_46,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,1999-10-14T11:00:00,,EPSG:4979,5.72786,58.96421999952612,32.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-9900""",Kannik
NO_5_28716,SPO_NO0093A_5_1039,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO001A,STA_NO0093A,NO0093A,665,SPP_NO0093A_5_1039,SAM_NO0093A_5_1039,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2008-10-11T23:00:00,,EPSG:4979,10.70398,59.91125999953471,8.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,3,-9900,"-9900""",Hjortnes
NO_5_28722,SPO_NO0039R_5_1546,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO002R,STA_NO0039R,NO0039R,425,SPP_NO0039R_5_1546,SAM_NO0039R_5_1546,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2012-12-31T00:00:00,,EPSG:4979,8.87658,62.7824599995638,210.0,remote,background,rural-regional,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-999""",Kårvatn
NO_5_28724,SPO_NO0089A_5_1082,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO006A,STA_NO0089A,NO0089A,705,SPP_NO0089A_5_1082,SAM_NO0089A_5_1082,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2009-01-15T14:00:00,,EPSG:4979,10.39355,63.43037999957095,30.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-999""",Torvet
NO_5_28732,SPO_NO0059A_5_11,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO004A,STA_NO0059A,NO0059A,4,SPP_NO0059A_5_11,SAM_NO0059A_5_11,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2003-01-01T00:00:00,,EPSG:4979,5.34042,60.37407999953911,20.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Danmarks plass
NO_5_28733,SPO_NO0002R_5_1572,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO002R,STA_NO0002R,NO0002R,812,SPP_NO0002R_5_1572,SAM_NO0002R_5_1572,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2012-12-26T00:00:00,,EPSG:4979,8.251900000000001,58.38845999952113,200.0,remote,background,rural-regional,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-999""",Birkenesobservatoriet
NO_5_28744,SPO_NO0063A_5_192,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO008A,STA_NO0063A,NO0063A,43,SPP_NO0063A_5_192,SAM_NO0063A_5_192,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2003-05-25T23:00:00,,EPSG:4979,7.991830000000001,58.14887999951912,12.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR,3,-9900,"-999""",Stener Heyerdahl
NO_5_28754,SPO_NO0070A_5_432,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO010A,STA_NO0070A,NO0070A,243,SPP_NO0070A_5_432,SAM_NO0070A_5_432,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2004-05-07T00:00:00,,EPSG:4979,6.15682,62.47216999956044,25.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,3,-9900,"-999""",Grimmerhaugen
NO_5_28782,SPO_NO0061A_5_713,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO007A,STA_NO0061A,NO0061A,20,SPP_NO0061A_5_713,SAM_NO0061A_5_713,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2005-06-13T16:00:00,,EPSG:4979,9.63573,59.15929999952787,14.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,3,-9900,"-9900""",Lensmannsdalen
NO_5_28788,SPO_NO0057A_5_41,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO003A,STA_NO0057A,NO0057A,7,SPP_NO0057A_5_41,SAM_NO0057A_5_41,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2003-01-01T00:00:00,,EPSG:4979,10.846550000000002,59.92768999953486,95.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,4.4,-9900,"-9900""",Alnabru
NO_5_28796,SPO_NO0072A_5_352,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO003A,STA_NO0072A,NO0072A,12,SPP_NO0072A_5_352,SAM_NO0072A_5_352,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2004-02-15T12:00:00,,EPSG:4979,10.68973,59.9197499995348,5.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3.6,-9900,"-999""",Skøyen
NO_5_28799,SPO_NO0095A_5_934,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO001A,STA_NO0095A,NO0095A,504,SPP_NO0095A_5_934,SAM_NO0095A_5_934,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2006-10-17T01:00:00,,EPSG:4979,10.66987,59.9324999995349,60.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,3.9,-9900,"-9900""",Smestad
NO_5_28807,SPO_NO0056R_5_1539,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO002R,STA_NO0056R,NO0056R,765,SPP_NO0056R_5_1539,SAM_NO0056R_5_1539,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2012-12-31T00:00:00,,EPSG:4979,11.07407,60.37287999953907,280.0,remote,background,rural-regional,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,25,-9900,"-999""",Hurdal25
NO_5_28812,SPO_NO0011A_5_19,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO003A,STA_NO0011A,NO0011A,9,SPP_NO0011A_5_19,SAM_NO0011A_5_19,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,1995-10-01T00:00:00,,EPSG:4979,10.72455,59.9323099995349,61.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,3,-9900,"-9900""",Kirkeveien
NO_5_28816,SPO_NO0079A_5_392,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO013A,STA_NO0079A,NO0079A,203,SPP_NO0079A_5_392,SAM_NO0079A_5_392,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2004-03-17T23:00:00,,EPSG:4979,18.96372,69.65624999965044,11.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,3,-9900,"-9900""",Hansjordnesbukta
NO_5_35076,SPO_NO0106A_5_1231,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO007A,STA_NO0106A,NO0106A,818,SPP_NO0106A_5_1231,SAM_NO0106A_5_1231,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2011-04-04T23:00:00,,EPSG:4979,9.6522,59.13815999952766,15.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,4,-9900,"-9900""",Sverresgate
NO_5_35084,SPO_NO0105A_5_1653,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO014A,STA_NO0105A,NO0105A,852,SPP_NO0105A_5_1653,SAM_NO0105A_5_1653,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2014-10-02T12:00:00,,EPSG:4979,10.940096999999998,59.21019099952831,18.0,automatic,background,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,19.2,-9900,"-999""",Nygaardsgata
NO_5_35085,SPO_NO0102A_5_1530,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO006A,STA_NO0102A,NO0102A,847,SPP_NO0102A_5_1530,SAM_NO0102A_5_1530,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2013-12-20T11:00:00,,EPSG:4979,10.371740000000004,63.357609999570144,153.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,4.8,-9900,"-9900""",E6-Tiller
NO_5_35115,SPO_NO0099A_5_1711,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO017A,STA_NO0099A,NO0099A,827,SPP_NO0099A_5_1711,SAM_NO0099A_5_1711,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2014-11-26T13:00:00,,EPSG:4979,10.611950000000002,59.90607999953467,12.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,4.5,-9900,"-9900""",Eilif Dues vei
NO_5_35120,SPO_NO0101A_5_332,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO001A,STA_NO0101A,NO0101A,163,SPP_NO0101A_5_332,SAM_NO0101A_5_332,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2003-12-11T10:00:00,,EPSG:4979,10.798030000000002,59.94102999953499,148.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,4.3,-9900,"-9900""","Rv 4, Aker sykehus"
NO_5_43719,SPO_NO0112A_5_1221,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO020A,STA_NO0112A,NO0112A,815,SPP_NO0112A_5_1221,SAM_NO0112A_5_1221,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2011-01-21T14:00:00,,EPSG:4979,10.661762360000004,59.43347099953032,100.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Kransen
NO_5_43723,SPO_NO0103A_5_1664,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO026A,STA_NO0103A,NO0103A,853,SPP_NO0103A_5_1664,SAM_NO0103A_5_1664,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2014-10-31T13:00:00,,EPSG:4979,10.696700000000002,60.79088999954314,130.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,3,-9900,"-9900""","Minnesundvegen, Gjøvik"
NO_5_43728,SPO_NO0104A_5_1671,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO027A,STA_NO0104A,NO0104A,854,SPP_NO0104A_5_1671,SAM_NO0104A_5_1671,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2014-10-31T14:00:00,,EPSG:4979,11.09777,60.7964599995432,130.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,3,-9900,"-9900""","Vangsveien, Hamar"
NO_5_43733,SPO_NO0111A_5_1692,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO029A,STA_NO0111A,NO0111A,857,SPP_NO0111A_5_1692,SAM_NO0111A_5_1692,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2015-12-11T16:00:00,,EPSG:4979,11.073983000000002,59.95547699953512,105.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Vigernes
NO_5_43744,SPO_NO0110A_5_2064,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO018A,STA_NO0110A,NO0110A,885,SPP_NO0110A_5_2064,SAM_NO0110A_5_2064,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2015-10-02T06:00:00,,EPSG:4979,11.08919017,59.27377543952886,25.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-9900""",Alvim
NO_5_43746,SPO_NO0109A_5_2067,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO004A,STA_NO0109A,NO0109A,894,SPP_NO0109A_5_2067,SAM_NO0109A_5_2067,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2015-10-16T10:00:00,,EPSG:4979,5.236860000000001,60.36113499953897,7.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Loddefjord
NO_5_43749,SPO_NO0108A_5_2071,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO004A,STA_NO0108A,NO0108A,896,SPP_NO0108A_5_2071,SAM_NO0108A_5_2071,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2015-10-15T23:00:00,,EPSG:4979,5.332447000000001,60.462664999539946,95.0,automatic,background,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-999""","Rolland, Åsane"
NO_5_48876,SPO_NO0060A_5_1685,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO006A,STA_NO0060A,NO0060A,856,SPP_NO0060A_5_1685,SAM_NO0060A_5_1685,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2000-01-05T11:00:00,,EPSG:4979,10.39677,63.41744999957082,20.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,3,-9900,"-9900""",Elgeseter
NO_5_50188,SPO_NO0115A_5_2473,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO007A,STA_NO0115A,NO0115A,981,SPP_NO0115A_5_2473,SAM_NO0115A_5_2473,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-07-07T13:00:00,,EPSG:4979,9.695567999999998,59.05730399952695,35.0,automatic,industrial,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-999""",Furulund
NO_5_56171,SPO_NO0114A_5_2325,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO017A,STA_NO0114A,NO0114A,959,SPP_NO0114A_5_2325,SAM_NO0114A_5_2325,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-06-21T16:00:00,,EPSG:4979,10.58393,59.91821999953476,62.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Bekkestua
NO_5_56175,SPO_NO0113A_5_2217,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO028A,STA_NO0113A,NO0113A,924,SPP_NO0113A_5_2217,SAM_NO0113A_5_2217,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-02-19T09:00:00,,EPSG:4979,17.424891000000002,68.43539699963341,100.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Sentrum
NO_5_56176,SPO_NO0116A_5_2720,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO010A,STA_NO0116A,NO0116A,1088,SPP_NO0116A_5_2720,SAM_NO0116A_5_2720,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-01-10T11:00:00,,EPSG:4979,6.153500999999999,62.47062199956042,5.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,3,-9900,"-9900""",Karl Eriksens plass
NO_5_60846,SPO_NO0119A_5_2701,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO025A,STA_NO0119A,NO0119A,1087,SPP_NO0119A_5_2701,SAM_NO0119A_5_2701,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-12-21T09:00:00,,EPSG:4979,11.55930063,60.88364254954405,187.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Leiret
NO_5_60855,SPO_NO0118A_5_2723,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO007A,STA_NO0118A,NO0118A,1091,SPP_NO0118A_5_2723,SAM_NO0118A_5_2723,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-03-20T16:00:00,,EPSG:4979,9.621900000000002,59.13353999952761,5.0,automatic,background,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,3,-9900,"-999""",Knarrdalstranda
NO_5_60863,SPO_NO0121A_5_2888,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO004A,STA_NO0121A,NO0121A,1136,SPP_NO0121A_5_2888,SAM_NO0121A_5_2888,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-09-13T16:00:00,,EPSG:4979,5.324619000000001,60.294267999538334,35.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-9900""",Rådal
NO_5_60865,SPO_NO0122A_5_2945,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO001A,STA_NO0122A,NO0122A,1140,SPP_NO0122A_5_2945,SAM_NO0122A_5_2945,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-10-29T20:00:00,,EPSG:4979,10.850367,59.92555999953484,95.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,-9900,"-9900""",E6 Alna senter
NO_5_60873,SPO_NO0120A_5_2902,"""NO",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,NO.NILU.AQD,NET_NO004A,STA_NO0120A,NO0120A,1137,SPP_NO0120A_5_2902,SAM_NO0120A_5_2902,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-10-30T13:00:00,,EPSG:4979,5.312674,60.395928999539294,35.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,3,-9900,"-999""",Klosterhaugen
